NO,共通ID,都道府県名及び市町村名,施設・場所名,住所,洪水,崖崩れ、土石流及び地滑り,高潮,地震,津波,大規模な火事,内水氾濫,火山現象,指定避難所との住所同一,緯度,経度,備考
92813,E3620100493201,徳島県徳島市,宮内ハイツ３～４階　共用廊下・階段,徳島県徳島市南田宮2-8-20,,,,,1,,,,,34.08075656,134.5438062,
92814,E3620100494201,徳島県徳島市,ハイツ１８　３階　共用廊下,徳島県徳島市南田宮3-4-36,,,,,1,,,,,34.08549045,134.5371618,
92815,E3620100495201,徳島県徳島市,パレス千松２～６階　共用廊下・階段,徳島県徳島市南田宮4-3-7,,,,,1,,,,,34.08570793,134.5310439,
92816,E3620100497204,徳島県徳島市,千松小学校　新校舎北２階　廊下・各教室,徳島県徳島市南田宮4-5-5,,,,,1,,,,1,34.08523445,134.533656,
92817,E3620100497201,徳島県徳島市,千松小学校　中校舎２～３階　廊下・各教室,徳島県徳島市南田宮4-5-5,,,,,1,,,,1,34.08537846,134.5340971,
92818,E3620100497202,徳島県徳島市,千松小学校　北校舎２～４階　廊下・各教室,徳島県徳島市南田宮4-5-5,,,,,1,,,,1,34.08548557,134.5336907,
92819,E3620100497203,徳島県徳島市,千松小学校　新校舎南２階　廊下・各教室,徳島県徳島市南田宮4-5-5,,,,,1,,,,1,34.08499431,134.5340124,
92820,E3620100498201,徳島県徳島市,サンライズ松原３～４階　共用廊下・階段,徳島県徳島市南田宮4-7-1,,,,,1,,,,,34.08431564,134.5341514,
92821,E3620100499201,徳島県徳島市,ルナ田宮３～５階　共用廊下,徳島県徳島市南田宮4-8-14,,,,,1,,,,,34.08335849,134.5342359,
92822,E3620100500201,徳島県徳島市,ツインズコート３～６階　共用廊下・階段,徳島県徳島市南二軒屋町1-2-3,,,,,1,,,,,34.05588229,134.5460342,
92823,E3620100501201,徳島県徳島市,徳島市消防団　八万分団屋上,徳島県徳島市南二軒屋町2-3-11,,,,,1,,,,,34.05342523,134.5451368,
92824,E3620100502201,徳島県徳島市,徳島視覚支援学校・徳島聴覚支援学校２～４階　廊下、屋上,徳島県徳島市南二軒屋町2-4-55,,,,,1,,,,1,34.05406345,134.5446222,
92825,E3620100504201,徳島県徳島市,リバーサイド南末広　６番館３～６階　共用廊下・階段,徳島県徳島市南末広町2-31,,,,,1,,,,,34.06287335,134.5722695,
92826,E3620100505201,徳島県徳島市,南末広ハイツ３～４階　共用廊下・階段,徳島県徳島市南末広町2-38,,,,,1,,,,,34.06234567,134.5720825,
92827,E3620100506201,徳島県徳島市,マンワール南末広２～６階　共用廊下・階段,徳島県徳島市南末広町2-74,,,,,1,,,,,34.06219148,134.5708727,
92828,E3620100507201,徳島県徳島市,ハイツコウシンⅠ３～６階　共用廊下・階段,徳島県徳島市南末広町2-8-18,,,,,1,,,,,34.06281902,134.5714906,
92829,E3620100508201,徳島県徳島市,ブライダルアサヒ３～７階　屋外階段、７階　倉庫,徳島県徳島市南末広町30-22,,,,,1,,,,,34.06098251,134.5758023,
92830,E3620100509201,徳島県徳島市,イオンモール徳島３～７階立体駐車場、立体駐車場及び本棟屋上,徳島県徳島市南末広町4-1,,,,,1,,,,,34.061892671046,134.57305821925,
92831,E3620100510201,徳島県徳島市,南末広第一マンション２～１０階　共用廊下・階段,徳島県徳島市南末広町4-30,,,,,1,,,,,34.062569,134.5748707,
92832,E3620100511201,徳島県徳島市,南末広第二マンション４階、７階、１０階　共用廊下,徳島県徳島市南末広町4-31,,,,,1,,,,,34.06249843,134.5755258,
92833,E3620100512201,徳島県徳島市,サーパス南末広　壱番館３～６階　共用廊下・階段,徳島県徳島市南末広町4-32,,,,,1,,,,,34.06224843,134.5764109,
92834,E3620100513201,徳島県徳島市,サーパス南末広　弐番館２～１３階　共用廊下・階段,徳島県徳島市南末広町4-33,,,,,1,,,,,34.06253594,134.5765075,
92835,E3620100514201,徳島県徳島市,ロイヤルコーポ末広３～５階　共用廊下,徳島県徳島市南末広町4-54,,,,,1,,,,,34.06130495,134.5758787,
92836,E3620100515201,徳島県徳島市,メゾン城西３～４階　共用廊下・階段,徳島県徳島市南矢三町1-9-5,,,,,1,,,,,34.08299871,134.5286759,
92837,E3620100516201,徳島県徳島市,徳島県立障害者交流プラザ２～３階　屋外通路・スロープ,徳島県徳島市南矢三町2-1-59,,,,,1,,,,,34.08465048,134.5253051,
92838,E3620100518203,徳島県徳島市,城西中学校　中校舎２～３階　廊下・各教室,徳島県徳島市南矢三町2-7-77,,,,,1,,,,1,34.08162831,134.5270063,
92839,E3620100518202,徳島県徳島市,城西中学校　南校舎２～３階　廊下・各教室,徳島県徳島市南矢三町2-7-77,,,,,1,,,,1,34.08137506,134.52662,
92840,E3620100518201,徳島県徳島市,城西中学校　屋内運動場２階　ホール・アリーナ,徳島県徳島市南矢三町2-7-77,,,,,1,,,,1,34.08128446,134.5272393,
92841,E3620100518204,徳島県徳島市,城西中学校　北校舎２～３階　廊下・各教室,徳島県徳島市南矢三町2-7-77,,,,,1,,,,1,34.08188601,134.5270921,
92842,E3620100519201,徳島県徳島市,県営　矢三高見団地　２号棟３～５階　共用廊下・階段,徳島県徳島市南矢三町2-8-11,,,,,1,,,,,34.08072126,134.5282236,
92843,E3620100519202,徳島県徳島市,県営　矢三高見団地　１号棟３～５階　共用廊下・階段,徳島県徳島市南矢三町2-8-11,,,,,1,,,,,34.08097963,134.5282025,
92844,E3620100520201,徳島県徳島市,阿波製紙株式会社　厚生会館２階食堂スペース,徳島県徳島市南矢三町3-10-18,,,,,1,,,,,34.082024,134.521194,
92845,E3620100521202,徳島県徳島市,県営　矢三野神ノ本団地　２号棟３～５階　共用廊下,徳島県徳島市南矢三町3-5-20,,,,,1,,,,,34.08330677,134.519265,
92846,E3620100521203,徳島県徳島市,県営　矢三野神ノ本団地　１号棟３～５階　共用廊下,徳島県徳島市南矢三町3-5-20,,,,,1,,,,,34.0835689,134.5193348,
92847,E3620100521201,徳島県徳島市,県営　矢三野神ノ本団地　３号棟３～５階　共用廊下,徳島県徳島市南矢三町3-5-20,,,,,1,,,,,34.08306241,134.5192006,
92848,E3620100522201,徳島県徳島市,寒香梅ハイツ３階　共用廊下,徳島県徳島市南矢三町3-5-43,,,,,1,,,,,34.08377235,134.520119,
92849,E3620100525201,徳島県徳島市,徳島中央郵便局,徳島県徳島市八百屋町1-2,,,,,1,,,,,34.07126036,134.5534107,
92850,E3620100531201,徳島県徳島市,文化の森総合公園　シンボル広場　上の広場　【避難場所】シンボル広場　上の広場,徳島県徳島市八万町,,,,,1,,,,,34.04024511,134.5257709,
92851,E3620100526201,徳島県徳島市,夷山緑地（圓福寺公園）【避難場所】緑地内,徳島県徳島市八万町夷山29-1,,,,,1,,,,,34.0485299,134.5341931,
92852,E3620100527201,徳島県徳島市,メゾン竹内３階　共用廊下・階段,徳島県徳島市八万町下福万109-1,,,,,1,,,,,34.05268503,134.5328414,
92853,E3620100528201,徳島県徳島市,八万南小学校　校舎２～３階　廊下・各教室,徳島県徳島市八万町橋本111,,,,,1,,,,1,34.04279608,134.5322228,
92854,E3620100529201,徳島県徳島市,若葉ハイツ３～５階　共用廊下・階段,徳島県徳島市八万町橋本50-1,,,,,1,,,,,34.04568451,134.5314397,
92855,E3620100530201,徳島県徳島市,八坂神社【避難場所】　境内,徳島県徳島市八万町犬山203,,,,,1,,,,,34.040068867145,134.54341978126,
92856,E3620100532202,徳島県徳島市,第１ハイツ福寿園１～３階　共用廊下・階段（床標高が高いため）,徳島県徳島市八万町上福万172-4,,,,,1,,,,,34.05217396,134.5311548,
92857,E3620100532201,徳島県徳島市,第２ハイツ福寿園１～３階　共用廊下・階段（床標高が高いため）,徳島県徳島市八万町上福万172-4,,,,,1,,,,,34.05240507,134.5310958,
92858,E3620100533201,徳島県徳島市,ガーデンヒルズ城南Ⅲ３階　共用廊下,徳島県徳島市八万町千鳥15-1,,,,,1,,,,,34.05081674,134.5368804,
92859,E3620100534201,徳島県徳島市,Ｍ´Ｓ２１　３階　共用廊下,徳島県徳島市八万町大坪193-1,,,,,1,,,,,34.04539766,134.5282335,
92860,E3620100535201,徳島県徳島市,サーパス文化の森　一番館２～１０階　共用廊下・階段,徳島県徳島市八万町大坪205-5,,,,,1,,,,,34.04394286,134.5280098,
92861,E3620100536201,徳島県徳島市,サーパス文化の森　二番館２～１０階　共用廊下・階段,徳島県徳島市八万町大坪205-6,,,,,1,,,,,34.0439726,134.5275789,
92862,E3620100537202,徳島県徳島市,大坪住宅８号棟２～５階　共用廊下・階段,徳島県徳島市八万町大坪221-1,,,,,1,,,,,34.04287835,134.5300679,
92863,E3620100537203,徳島県徳島市,大坪住宅７号棟２～５階　共用廊下・階段,徳島県徳島市八万町大坪221-1,,,,,1,,,,,34.04255831,134.5294831,
92864,E3620100537201,徳島県徳島市,大坪住宅９号棟２～５階　共用廊下・階段,徳島県徳島市八万町大坪221-1,,,,,1,,,,,34.0425672,134.530041,
92865,E3620100538201,徳島県徳島市,メゾン・プチ・フルール３～４階　共用廊下・階段,徳島県徳島市八万町大坪96-2,,,,,1,,,,,34.04555103,134.5269394,
92866,E3620100539201,徳島県徳島市,医療法人敬老会　森岡病院３階　共用廊下・屋外スペース,徳島県徳島市八万町大野5-1,,,,,1,,,,,34.04344016,134.54977,
92867,E3620100540201,徳島県徳島市,特別養護老人ホーム　ピア３階　屋外スペース,徳島県徳島市八万町大野5-5,,,,,1,,,,,34.04384278,134.5500065,
92868,E3620100541201,徳島県徳島市,グリーンハイツ近藤３～６階　共用廊下・階段,徳島県徳島市八万町内浜170-3,,,,,1,,,,,34.04815037,134.543109,
92869,E3620100542201,徳島県徳島市,内浜ハイツ３～４階　共用廊下・階段,徳島県徳島市八万町内浜64-1,,,,,1,,,,,34.04928054,134.5387428,
92870,E3620100544201,徳島県徳島市,八万コミュニティセンター２階　廊下・和室・屋外スペース,徳島県徳島市八万町法花187-1,,,,,1,,,,1,34.04008312,134.5392847,
92871,E3620100545201,徳島県徳島市,ハーブメゾン井川３階　共用廊下・階段,徳島県徳島市八万町法花谷247,,,,,1,,,,,34.03775483,134.5367335,
92872,E3620100547201,徳島県徳島市,春日神社【避難場所】境内,徳島県徳島市眉山町大滝山1,,,,,1,,,,,34.07222297,134.5426387,
92873,E3620100548201,徳島県徳島市,不動中学校　校舎２～３階　廊下・各教室,徳島県徳島市不動本町2-124,,,,,1,,,,1,34.09738552,134.5077204,
92874,E3620100549201,徳島県徳島市,不動小学校　校舎２階　廊下・各教室,徳島県徳島市不動本町2-133,,,,,1,,,,1,34.09725226,134.5063256,
92875,E3620100551201,徳島県徳島市,イクタコーポレーション３階　共用廊下,徳島県徳島市富田橋1-36-2,,,,,1,,,,,34.06430894,134.5534064,
92876,E3620100552201,徳島県徳島市,小野木マンション３階　共用廊下、屋上,徳島県徳島市富田橋1-56,,,,,1,,,,,34.0642829,134.5538283,
92877,E3620100553201,徳島県徳島市,ブルーメ森井２階　共用廊下,徳島県徳島市富田橋5-4,,,,,1,,,,,34.05928819,134.5513185,
92878,E3620100554201,徳島県徳島市,オーシャンハイツⅡ３～４階　共用廊下・階段,徳島県徳島市富田橋6-4,,,,,1,,,,,34.05882217,134.5508897,
92879,E3620100555201,徳島県徳島市,富田浜山清ビル３～８階　共用廊下・階段,徳島県徳島市富田浜2-17-1,,,,,1,,,,,34.06701324,134.5530768,
92880,E3620100556201,徳島県徳島市,市営　福島団地１棟２～１０階　共用廊下・階段,徳島県徳島市福島1-10-25,1,,1,,1,,,,,34.0722224,134.5670562,
92881,E3620100557201,徳島県徳島市,市営　福島団地２棟２～５階　共用廊下・階段,徳島県徳島市福島1-10-29,1,,1,,1,,,,,34.07168473,134.5671367,
92882,E3620100558201,徳島県徳島市,レジデンス福島２～１１階　共用廊下・階段,徳島県徳島市福島1-6-55,,,,,1,,,,,34.07120592,134.5646487,
92883,E3620100559201,徳島県徳島市,阿波国慈恵院２階　廊下、屋上,徳島県徳島市福島1-6-62,,,,,1,,,,,34.07161619,134.56394,
92884,E3620100561202,徳島県徳島市,福島小学校　北校舎２～３階　廊下・各教室,徳島県徳島市福島1-7-28,,,,,1,,,,1,34.07052242,134.5664695,
92885,E3620100561201,徳島県徳島市,福島小学校　南校舎２～４階　廊下・各教室,徳島県徳島市福島1-7-28,,,,,1,,,,1,34.06990089,134.5663429,
92886,E3620100562201,徳島県徳島市,コーポ山本２～４階　共用廊下・階段,徳島県徳島市福島1-8-59,,,,,1,,,,,34.06845448,134.565679,
92887,E3620100563201,徳島県徳島市,シティハウス　２　２～３階　共用廊下・階段,徳島県徳島市福島2-1-19,,,,,1,,,,,34.07193855,134.5686827,
92888,E3620100564201,徳島県徳島市,シティハウス　１　３階　共用廊下,徳島県徳島市福島2-1-6,,,,,1,,,,,34.07188869,134.5689795,
92889,E3620100691201,徳島県徳島市,ロイヤルガーデン福島　１４回共用部（廊下）３～１３階共有部（東階段及び西階段並びに廊下）,徳島県徳島市福島2-167-1,,,,,1,,,,,34.068676,134.568169,
92890,E3620100565201,徳島県徳島市,渭東コミュニティセンター２階　廊下・会議室・和室・調理室・サロン・屋外スペース　３階　廊下・階段・遊戯室・図書室・屋外スペース,徳島県徳島市福島2-4-24,,,,,1,,,,1,34.06997213,134.5694538,
92891,E3620100567201,徳島県徳島市,ハイツはと２～６階　共用廊下・階段,徳島県徳島市福島2-4-8,,,,,1,,,,,34.06991077,134.5683275,
92892,E3620100568202,徳島県徳島市,シャトル福島　北棟３～５階　共用廊下・階段,徳島県徳島市福島2-5-16,,,,,1,,,,,34.06886819,134.5690193,
92893,E3620100568201,徳島県徳島市,シャトル福島　南棟３～５階　共用廊下・階段,徳島県徳島市福島2-5-16,,,,,1,,,,,34.06870542,134.5689892,
92894,E3620100569201,徳島県徳島市,コーポ福島３～４階　共用廊下・階段,徳島県徳島市福島2-5-30,,,,,1,,,,,34.067832,134.568926,
92895,E3620100570201,徳島県徳島市,Ｇｒａｎｄ　Ｐｉｎ（グランドパイン）２～３階　共用廊下,徳島県徳島市福島2-5-56,,,,,1,,,,,34.06883233,134.5678289,
92896,E3620100573201,徳島県徳島市,サーパス渭東３～１０階　共用廊下・階段,徳島県徳島市北沖洲1-1-50,,,,,1,,,,,34.06775517,134.5835173,
92897,E3620100571201,徳島県徳島市,徳島市立高等学校　校舎２～５階　廊下・各教室・体育館・２階　屋外通路,徳島県徳島市北沖洲1-15-60,,,,,1,,,,1,34.07222772,134.578934,
92898,E3620100574201,徳島県徳島市,シャトレ徳島２～４階　共用廊下・階段,徳島県徳島市北沖洲1-6-10,,,,,1,,,,,34.06904097,134.5839141,
92899,E3620100575201,徳島県徳島市,コーポ沖洲３～４階　共用廊下・階段,徳島県徳島市北沖洲2-3-30,,,,,1,,,,,34.06634345,134.5870238,
92900,E3620100576201,徳島県徳島市,タウンパレス２階　駐車場,徳島県徳島市北沖洲2-3-44,,,,,1,,,,,34.06666084,134.58612,
92901,E3620100577202,徳島県徳島市,パレスフェアリー　１　３階　共用廊下,徳島県徳島市北沖洲2-7-40,,,,,1,,,,,34.06894044,134.5884474,
92902,E3620100577201,徳島県徳島市,パレスフェアリー　２　３階　共用廊下,徳島県徳島市北沖洲2-7-40,,,,,1,,,,,34.0690382,134.588324,
92903,E3620100578201,徳島県徳島市,郡ハイツ２～６階　共用廊下・階段,徳島県徳島市北沖洲3-2-45,,,,,1,,,,,34.06528404,134.5896526,
92904,E3620100580201,徳島県徳島市,マリンサイド３～６階　共用廊下・階段,徳島県徳島市北沖洲3-4-36,,,,,1,,,,,34.06562154,134.5899744,
92905,E3620100579201,徳島県徳島市,沖洲コミュニティセンター２階　廊下・会議室・遊戯室・図書室・屋外スペース,徳島県徳島市北沖洲3-4-7,,,,,1,,,,1,34.06684661,134.5895106,
92906,E3620100582201,徳島県徳島市,めだか保育園分園【津波避難タワー】タワー中段,徳島県徳島市北沖洲3-8-69,,,,,1,,,,,34.06968148,134.5898594,
92907,E3620100583201,徳島県徳島市,ハイツ阿部２～４階　共用廊下・階段、屋上,徳島県徳島市北沖洲3-9-10,,,,,1,,,,,34.071739,134.590582,
92908,E3620100585201,徳島県徳島市,中央卸売市場　管理棟３～７階　立体駐車場、立体駐車場及び本棟屋上,徳島県徳島市北沖洲4-1-38,,,,,1,,,,,34.067586297676,134.5910558041,
92909,E3620100584201,徳島県徳島市,Ｓｕｎ　ＳｔａｇｅⅠ３階　共用廊下,徳島県徳島市北沖洲4-11-30,,,,,1,,,,,34.07148424,134.5941391,
92910,E3620100586203,徳島県徳島市,川島病院　１号館３～５階　廊下・階段,徳島県徳島市北佐古1-1-39,,,,,1,,,,,34.07999967,134.5410184,
92911,E3620100586201,徳島県徳島市,川島病院　３号館３～５階　廊下・階段・食堂、５階　屋外スペース,徳島県徳島市北佐古1-1-39,,,,,1,,,,,34.07974081,134.5414506,
92912,E3620100586202,徳島県徳島市,川島病院　２号館３～４階　廊下・階段・食堂,徳島県徳島市北佐古1-1-39,,,,,1,,,,,34.07981634,134.5410049,
92913,E3620100587201,徳島県徳島市,社会福祉法人　飛鳥ケアハウス３～６階　廊下,徳島県徳島市北佐古1-1-6,,,,,1,,,,,34.07939936,134.5416828,
92914,E3620100589201,徳島県徳島市,グランドール北佐古３～４階　共用廊下・階段,徳島県徳島市北佐古1-4-46,,,,,1,,,,,34.08326449,134.5389108,
92915,E3620100590201,徳島県徳島市,エステート北佐古３～５階　共用廊下・階段,徳島県徳島市北佐古1-5-12,,,,,1,,,,,34.08151251,134.5373869,
92916,E3620100591201,徳島県徳島市,アップルコート３～４階　共用廊下・階段,徳島県徳島市北佐古1-7-40,,,,,1,,,,,34.08065575,134.5395748,
92917,E3620100592201,徳島県徳島市,四国クリエイト協会徳島支所２階　廊下・会議室・喫茶室・打合せ室,徳島県徳島市北佐古2-1-14,,,,,1,,,,,34.08187118,134.5366651,
92918,E3620100593201,徳島県徳島市,方上小学校　校舎２～３階　廊下・各教室,徳島県徳島市北山町下地1-3,,,,,1,,,,1,34.02498158,134.5363041,
92919,E3620100595201,徳島県徳島市,コスモプラザ３～９階　共用廊下、屋上,徳島県徳島市北常三島町1-1-6,,,,,1,,,,,34.08186733,134.5609448,
92920,E3620100596201,徳島県徳島市,プレステージ常三島ハイツ３～８階　共用廊下・階段,徳島県徳島市北常三島町2-10-9,,,,,1,,,,,34.08046001,134.5619539,
92921,E3620100597201,徳島県徳島市,サウスキャッスル２～３階　共用廊下・階段,徳島県徳島市北常三島町2-17-35,,,,,1,,,,,34.08086509,134.5629246,
92922,E3620100598201,徳島県徳島市,徳島市民病院　立体駐車場２階　駐車場、屋上　駐車場,徳島県徳島市北常三島町2-34,,,,,1,,,,,34.08164435,134.5623598,
92923,E3620100599201,徳島県徳島市,ノーベル徳大前２～４階　共用廊下・階段,徳島県徳島市北常三島町3-31-5,,,,,1,,,,,34.08211406,134.5647417,
92924,E3620100600201,徳島県徳島市,ＭＣマンション３～４階　共用廊下・階段,徳島県徳島市北常三島町3-4-2,,,,,1,,,,,34.08032035,134.563983,
92925,E3620100601201,徳島県徳島市,ユーソニア３～４階　共用廊下・階段,徳島県徳島市北前川町1-4-1,,,,,1,,,,,34.08028355,134.5557885,
92926,E3620100602201,徳島県徳島市,渭北コミュニティセンター２階　廊下・集会室・会議室・研修室・調理室・屋外スペース、屋上,徳島県徳島市北前川町2-7-3,,,,,1,,,,1,34.081091,134.553919,
92927,E3620100603201,徳島県徳島市,アーバン前川３階　共用廊下,徳島県徳島市北前川町3-15-2,,,,,1,,,,,34.08139105,134.5531346,
92928,E3620100604201,徳島県徳島市,ロイヤルガーデン北前川２～１４階　共用廊下・階段、１５階　共用廊下,徳島県徳島市北前川町4-7,,,,,1,,,,,34.080771099087,134.54989090163,
92929,E3620100605201,徳島県徳島市,メゾン・デ・レブ３階　共用廊下・階段,徳島県徳島市北田宮1-6-41,,,,,1,,,,,34.09016508,134.5463423,
92930,E3620100606201,徳島県徳島市,ハイツ森３～４階　共用廊下・階段,徳島県徳島市北田宮1-6-47,,,,,1,,,,,34.08977618,134.5471261,
92931,E3620100607201,徳島県徳島市,市営　灘団地　２棟３階　共用廊下,徳島県徳島市北田宮1-7-33,1,,,,1,,,,,34.089968,134.545661,
92932,E3620100607205,徳島県徳島市,市営　灘団地　１棟３～４階　共用廊下,徳島県徳島市北田宮1-7-33,1,,,,,,,,,34.09017713,134.545641,
92933,E3620100607204,徳島県徳島市,市営　灘団地２棟　２～３階　共用廊下,徳島県徳島市北田宮1-7-33,,,1,,,,,,,34.089968,134.545661,
92934,E3620100607203,徳島県徳島市,市営　灘団地１棟　２～４階　共用廊下,徳島県徳島市北田宮1-7-33,,,1,,,,,,,34.09017713,134.545641,
92935,E3620100607202,徳島県徳島市,市営　灘団地　１棟３～４階　共用廊下・階段,徳島県徳島市北田宮1-7-33,,,,,1,,,,,34.09017713,134.545641,
92936,E3620100609203,徳島県徳島市,城ノ内中等教育学校　体育館２階　廊下等,徳島県徳島市北田宮1-9-30,,,,,1,,,,1,34.09106271,134.5460859,
92937,E3620100609201,徳島県徳島市,城ノ内中等教育学校　東教室棟２～３階　廊下・教室等,徳島県徳島市北田宮1-9-30,,,,,1,,,,1,34.091922,134.546602,
92938,E3620100609204,徳島県徳島市,城ノ内中等教育学校　北教室棟２～４階　廊下・教室,徳島県徳島市北田宮1-9-30,,,,,1,,,,1,34.091918,134.545405,
92939,E3620100609202,徳島県徳島市,城ノ内中等教育学校　研修館２階　廊下・ホール・宿泊室等,徳島県徳島市北田宮1-9-30,,,,,1,,,,1,34.09173846,134.5461741,
92940,E3620100609205,徳島県徳島市,城ノ内中等教育学校　南教室棟３～４階　廊下・教室,徳島県徳島市北田宮1-9-30,,,,,1,,,,1,34.09162486,134.5454707,
92941,E3620100611201,徳島県徳島市,手塚ハイツ３～４階　共用廊下・階段,徳島県徳島市北田宮2-1-23,,,,,1,,,,,34.08742058,134.543877,
92942,E3620100610201,徳島県徳島市,クスモトビル３～５階　共用廊下・階段,徳島県徳島市北田宮2-14-50,,,,,1,,,,,34.09145673,134.5427769,
92943,E3620100612201,徳島県徳島市,市営　広坪団地　２棟３階　共用廊下,徳島県徳島市北田宮2-2-15,1,,,,1,,,,,34.08715941,134.5422357,
92944,E3620100612202,徳島県徳島市,市営　広坪団地２棟　２～３階　共用廊下,徳島県徳島市北田宮2-2-15,,,1,,,,,,,34.08715941,134.5422357,
92945,E3620100613201,徳島県徳島市,市営　広坪団地　１棟３～４階　共用廊下・階段,徳島県徳島市北田宮2-2-16,1,,1,,1,,,,,34.08708886,134.5417852,
92946,E3620100614202,徳島県徳島市,市営　広坪団地３棟　２～４階　共用廊下,徳島県徳島市北田宮2-2-35,,,1,,,,,,,34.08748177,134.5418423,
92947,E3620100614203,徳島県徳島市,市営　広坪団地３棟　３～４階　共用廊下,徳島県徳島市北田宮2-2-35,1,,,,,,,,,34.08748177,134.5418423,
92948,E3620100614201,徳島県徳島市,市営　広坪団地　３棟３～４階　共用廊下・階段,徳島県徳島市北田宮2-2-35,,,,,1,,,,,34.08748177,134.5418423,
92949,E3620100615201,徳島県徳島市,桑村マンション３～４階　共用廊下・階段,徳島県徳島市北田宮2-4-67,,,,,1,,,,,34.08817375,134.5402181,
92950,E3620100616201,徳島県徳島市,Ａｒｃａｄｉａ２１　３～４階　共用廊下・階段,徳島県徳島市北田宮2-7-39,,,,,1,,,,,34.08975295,134.5443015,
92951,E3620100617201,徳島県徳島市,北野ビル３階　共用廊下,徳島県徳島市北田宮2-7-52,,,,,1,,,,,34.09011643,134.544824,
92952,E3620100618201,徳島県徳島市,クレア城ノ内３階　共用廊下・共用食堂,徳島県徳島市北田宮2-8-8,,,,,1,,,,,34.09033616,134.5439919,
92953,E3620100620201,徳島県徳島市,サンシャイン木村ハイツⅢ３～５階　共用廊下・階段,徳島県徳島市北田宮3-1-11,,,,,1,,,,,34.08684348,134.5380851,
92954,E3620100619201,徳島県徳島市,メゾンドール田宮３階　共用廊下,徳島県徳島市北田宮3-10-18,,,,,1,,,,,34.09189845,134.5364321,
92955,E3620100621201,徳島県徳島市,サンシャイン木村ハイツ３～５階　共用廊下・階段,徳島県徳島市北田宮3-2-5,,,,,1,,,,,34.0869562,134.5372771,
92956,E3620100622201,徳島県徳島市,ルミエール北田宮Ⅰ３階　共用廊下,徳島県徳島市北田宮3-4-30,,,,,1,,,,,34.08787751,134.5352355,
92957,E3620100623201,徳島県徳島市,株式会社四電工　田宮寮３～４階　共用廊下、屋上,徳島県徳島市北田宮3-5-58,,,,,1,,,,,34.08865777,134.5387308,
92958,E3620100624201,徳島県徳島市,リバティ２１　３～４階　共用廊下,徳島県徳島市北田宮3-5-68,,,,,1,,,,,34.08777899,134.5385047,
92959,E3620100625201,徳島県徳島市,マリベール　Ｔ－ｓｋｙ３階　共用廊下,徳島県徳島市北田宮3-6-46,,,,,1,,,,,34.09060754,134.5384347,
92960,E3620100627202,徳島県徳島市,城北高等学校　北校舎２～４階　廊下・普通教室等,徳島県徳島市北田宮4-13-6,,,,,1,,,,1,34.08982144,134.5307054,
92961,E3620100627203,徳島県徳島市,城北高等学校　本館２～５階　廊下・普通教室等,徳島県徳島市北田宮4-13-6,,,,,1,,,,1,34.08934266,134.5307894,
92962,E3620100627201,徳島県徳島市,城北高等学校　体育館２～３階　ホール、２階　ステージ・アリーナ・ホール等,徳島県徳島市北田宮4-13-6,,,,,1,,,,1,34.08949224,134.5299526,
92963,E3620100628201,徳島県徳島市,加茂コミュニティセンター２階　廊下・会議室・和室・遊戯室・図書室・ラウンジ・屋外スペース,徳島県徳島市北田宮4-6-60,,,,,1,,,,1,34.08850239,134.5294811,
92964,E3620100630201,徳島県徳島市,エグゼリオ３階　共用廊下,徳島県徳島市北矢三町1-2-10,,,,,1,,,,,34.0861417,134.5280592,
92965,E3620100632201,徳島県徳島市,徳島しらさぎ中学校　２階　会議室・廊下,徳島県徳島市北矢三町1-3-8,,,,,1,,,,1,34.08838572,134.5262446,
92966,E3620100632202,徳島県徳島市,徳島中央高等学校　本館２～５階　廊下・各教室、屋上,徳島県徳島市北矢三町1-3-8,,,,,1,,,,1,34.08806807,134.5268293,
92967,E3620100634203,徳島県徳島市,徳島科学技術高等学校　校舎２～５階　廊下・教室等,徳島県徳島市北矢三町2-1-1,,,,,1,,,,1,34.0858025,134.525273,
92968,E3620100634202,徳島県徳島市,徳島科学技術高等学校　駐輪場２階　自転車置場通路,徳島県徳島市北矢三町2-1-1,,,,,1,,,,1,34.08619555,134.5258288,
92969,E3620100634201,徳島県徳島市,徳島科学技術高等学校　体育館２階　舞台・アリーナ・屋外通路,徳島県徳島市北矢三町2-1-1,,,,,1,,,,1,34.08595704,134.5259764,
92970,E3620100635201,徳島県徳島市,ビルド・ノーサイド３～６階　共用廊下・階段,徳島県徳島市北矢三町2-4-43,,,,,1,,,,,34.0870919,134.5258107,
92971,E3620100636201,徳島県徳島市,さくらハイツ３階　共用廊下・階段,徳島県徳島市北矢三町2-8-36,,,,,1,,,,,34.09026468,134.5242408,
92972,E3620100680202,徳島県徳島市,市営　矢三西住宅　２～４階共用廊下・階段,徳島県徳島市北矢三町3-1-67,1,,1,,,,,,,34.085818,134.52207,
92973,E3620100680201,徳島県徳島市,市営　矢三西住宅　２～４階共用廊下・階段、４階屋上、屋上,徳島県徳島市北矢三町3-1-67,,,,,1,,,,,34.085818,134.52207,
92974,E3620100637201,徳島県徳島市,ベルディオ３階　共用廊下・階段・ＥＶホール,徳島県徳島市北矢三町3-2-70,,,,,1,,,,,34.08653089,134.5215196,
92975,E3620100638201,徳島県徳島市,グランドハイツ矢三３階　共用廊下,徳島県徳島市北矢三町3-3-27,,,,,1,,,,,34.08837849,134.5197483,
