NO,共通ID,都道府県名及び市町村名,施設・場所名,住所,洪水,崖崩れ、土石流及び地滑り,高潮,地震,津波,大規模な火事,内水氾濫,火山現象,指定避難所との住所同一,緯度,経度,備考
1,E0110000001202,北海道札幌市,もみじ台中学校,北海道札幌市厚別区もみじ台西1-1-1,1,1,,1,,1,,,1,43.03806002377,141.48471007692,
2,E0110000002202,北海道札幌市,もみじの森小学校,北海道札幌市厚別区もみじ台西3-4-1,1,1,,1,,1,,,1,43.031737202971,141.48628989429,
3,E0110000003201,北海道札幌市,熊の沢公園,北海道札幌市厚別区もみじ台西6,,,,,,1,,,,43.029200723126,141.49060815161,
4,E0110000005202,北海道札幌市,もみじの丘小学校,北海道札幌市厚別区もみじ台東4-5-1,1,1,,1,,1,,,1,43.02982536585,141.4976460203,
5,E0110000010202,北海道札幌市,厚別西小学校,北海道札幌市厚別区厚別西三条1-3-1,1,,,1,,1,,,1,43.048157547332,141.45774773239,
6,E0110000011202,北海道札幌市,厚別通小学校,北海道札幌市厚別区厚別西四条3-10-30,1,,,1,,1,,,1,43.052445430084,141.46183455449,
7,E0110000018202,北海道札幌市,信濃中学校,北海道札幌市厚別区厚別中央三条2-3-1,1,1,,1,,1,,,1,43.036467762677,141.45968962194,
8,E0110000023202,北海道札幌市,信濃小学校,北海道札幌市厚別区厚別中央四条3-6-1,1,1,,1,,1,,,1,43.041991093873,141.46344534195,
9,E0110000016202,北海道札幌市,ひばりが丘小学校,北海道札幌市厚別区厚別中央二条4-3-1,1,1,,1,,1,,,1,43.036495447985,141.46612253977,
10,E0110000017201,北海道札幌市,厚別区体育館,北海道札幌市厚別区厚別中央二条5-1-20,1,1,,1,,,,,1,43.037306690408,141.470521277,
11,E0110000025201,北海道札幌市,野幌森林公園,北海道札幌市厚別区厚別町小野幌53,,,,,,1,,,,43.054659096516,141.49661316234,
12,E0110000026202,北海道札幌市,厚別北中学校,北海道札幌市厚別区厚別町小野幌774-5,,,,1,,1,,,1,43.058987280163,141.47004959084,
13,E0110000029202,北海道札幌市,厚別中学校,北海道札幌市厚別区厚別東三条5-1-1,1,1,,1,,1,,,1,43.047081700897,141.48743731577,
14,E0110000031202,北海道札幌市,厚別東小学校,北海道札幌市厚別区厚別東四条8-1-1,1,1,,1,,1,,,1,43.055043571638,141.48657803278,
15,E0110000028202,北海道札幌市,小野幌小学校,北海道札幌市厚別区厚別東二条4-5-1,1,1,,1,,1,,,1,43.044018323992,141.4850520555,
16,E0110000034202,北海道札幌市,共栄小学校,北海道札幌市厚別区厚別南2-21-22,1,1,,1,,1,,,1,43.029714846745,141.47061955466,
17,E0110000035202,北海道札幌市,新札幌わかば小学校,北海道札幌市厚別区厚別南7-9-1,1,1,,1,,1,,,1,43.022515949029,141.4791421085,
18,E0110000036202,北海道札幌市,厚別北小学校,北海道札幌市厚別区厚別北二条3-3-1,1,1,,1,,1,,,1,43.05500083396,141.4756025329,
19,E0110000039201,北海道札幌市,厚別公園,北海道札幌市厚別区上野幌三条1,,,,,,1,,,,43.019537579014,141.46316378897,
20,E0110000037202,北海道札幌市,上野幌中学校,北海道札幌市厚別区上野幌二条3-10-1,1,1,,1,,1,,,1,43.015589826612,141.47180797896,
21,E0110000038202,北海道札幌市,ノホロの丘小学校,北海道札幌市厚別区上野幌二条4-5-1,1,1,,1,,1,,,1,43.01410227474,141.47537232565,
22,E0110000040202,北海道札幌市,青葉中学校,北海道札幌市厚別区青葉町10-1-1,1,1,,1,,1,,,1,43.024687160909,141.48017486932,
23,E0110000042201,北海道札幌市,青葉中央公園,北海道札幌市厚別区青葉町5,,,,,,1,,,,43.029310522841,141.47387116736,
24,E0110000044201,北海道札幌市,北星学園大学,北海道札幌市厚別区大谷地西2-3-1,,,,,,1,,,1,43.025718401692,141.44911974256,
25,E0110000046202,北海道札幌市,大谷地東小学校,北海道札幌市厚別区大谷地東5-8-1,1,1,,1,,1,,,1,43.023764224328,141.45819811384,
26,E0110000047202,北海道札幌市,厚別南中学校,北海道札幌市厚別区大谷地東7-1-1,,,,1,,1,,,1,43.028792036465,141.46003794987,
27,E0110000051201,北海道札幌市,稲穂中学校,北海道札幌市手稲区稲穂四条2-88-1,,,,,,1,,,1,43.119811057423,141.22725251364,
28,E0110000052202,北海道札幌市,稲穂小学校,北海道札幌市手稲区稲穂四条5-189-1,,,,1,,1,,,1,43.123285108863,141.21868065402,
29,E0110000055202,北海道札幌市,手稲西小学校,北海道札幌市手稲区金山三条2-8-60,1,1,,1,,1,,,1,43.123383624325,141.20284613732,
30,E0110000056202,北海道札幌市,手稲西中学校,北海道札幌市手稲区金山三条2-8-7,1,1,,1,,1,,,1,43.123590769593,141.20389662726,
31,E0110000057202,北海道札幌市,手稲北小学校,北海道札幌市手稲区手稲山口653-2,1,1,,1,,1,,,1,43.142028219976,141.20831962989,
32,E0110000061202,北海道札幌市,手稲中央小学校,北海道札幌市手稲区手稲本町三条2-6-1,1,1,,1,,1,,,1,43.115582161847,141.24067544754,
33,E0110000065201,北海道札幌市,札幌運転免許試験場,北海道札幌市手稲区曙五条4,,,,,,1,,,,43.135420566901,141.22869084166,
34,E0110000066201,北海道札幌市,稲陵中学校,北海道札幌市手稲区曙七条2-6-50,1,,,1,,1,,,1,43.139154754683,141.23665190522,
35,E0110000063202,北海道札幌市,手稲山口小学校,北海道札幌市手稲区曙十一条2-7-1,1,,,1,,1,,,1,43.145805353435,141.23576890601,
36,E0110000064201,北海道札幌市,手稲区体育館,北海道札幌市手稲区曙二条1-2-46,1,1,,1,,,,,1,43.126571516341,141.23923297824,
37,E0110000068202,北海道札幌市,新陵東小学校,北海道札幌市手稲区新発寒五条4-2-1,1,,,1,,1,,,1,43.11413194348,141.27266097813,
38,E0110000070202,北海道札幌市,新陵中学校,北海道札幌市手稲区新発寒五条4-4-1,1,,,1,,1,,,1,43.115274076239,141.27406882485,
39,E0110000067202,北海道札幌市,新発寒小学校,北海道札幌市手稲区新発寒二条2-1115-307,1,,,1,,1,,,1,43.107161095933,141.27063619984,
40,E0110000071202,北海道札幌市,新陵小学校,北海道札幌市手稲区新発寒六条6-3-1,1,,,1,,1,,,1,43.11971619245,141.27253260614,
41,E0110000074202,北海道札幌市,星置中学校,北海道札幌市手稲区星置三条5-13-1,1,1,,1,,1,,,1,43.139902887383,141.20386309675,
42,E0110000072202,北海道札幌市,星置東小学校,北海道札幌市手稲区星置二条1-6-1,1,1,,1,,1,,,1,43.135123344345,141.21705816201,
43,E0110000075202,北海道札幌市,西宮の沢小学校,北海道札幌市手稲区西宮の沢二条4-15-1,1,1,,1,,1,,,1,43.106025757626,141.25997916767,
44,E0110000084201,北海道札幌市,前田森林公園,北海道札幌市手稲区前田591-4,,,,,,1,,,,43.144470698504,141.25639506635,
45,E0110000079201,北海道札幌市,手稲稲積公園,北海道札幌市手稲区前田一条5,,,,,,1,,,,43.115945922064,141.25983384249,
46,E0110000085202,北海道札幌市,稲積小学校,北海道札幌市手稲区前田五条7-1-1,1,1,,1,,1,,,1,43.120839638713,141.25930285886,
47,E0110000083202,北海道札幌市,稲積中学校,北海道札幌市手稲区前田四条5-2-1,1,1,,1,,1,,,1,43.117312282706,141.26223382542,
48,E0110000087202,北海道札幌市,前田中学校,北海道札幌市手稲区前田七条13-1-1,1,,,1,,1,,,1,43.130565494519,141.25124430109,
49,E0110000088202,北海道札幌市,北海道科学大学,北海道札幌市手稲区前田七条15,1,,,1,,1,,,1,43.134470702281,141.24849393517,
50,E0110000076202,北海道札幌市,前田北中学校,北海道札幌市手稲区前田十条15-8-1,1,,,1,,1,,,1,43.138698154307,141.2522555716,
51,E0110000077202,北海道札幌市,前田北小学校,北海道札幌市手稲区前田十条18-4-1,1,,,1,,1,,,1,43.143358804402,141.24776367974,
52,E0110000080202,北海道札幌市,手稲鉄北小学校,北海道札幌市手稲区前田二条12-1-2,1,1,,1,,1,,,1,43.124352611355,141.24570690679,
53,E0110000089202,北海道札幌市,前田中央小学校,北海道札幌市手稲区前田八条12-2-1,1,,,1,,1,,,1,43.13141827389,141.25639603819,
54,E0110000086202,北海道札幌市,前田小学校,北海道札幌市手稲区前田六条11-3-1,1,,,1,,1,,,1,43.127348013577,141.25357709753,
55,E0110000090202,北海道札幌市,富丘小学校,北海道札幌市手稲区富丘一条6-4-1,1,1,,1,,1,,,1,43.11450171173,141.25225495083,
56,E0110000091202,北海道札幌市,手稲中学校,北海道札幌市手稲区富丘三条5-2-1,1,1,,1,,1,,,1,43.107924045966,141.24794397389,
57,E0110000098201,北海道札幌市,北海学園清田グラウンド,北海道札幌市清田区清田355,,,,,,1,,,,42.984540190107,141.42173661663,
58,E0110000095202,北海道札幌市,清田小学校,北海道札幌市清田区清田一条4-3-30,1,1,,1,,1,,,1,43.001223960387,141.44028127093,
59,E0110000101202,北海道札幌市,清田南小学校,北海道札幌市清田区清田五条2-18-1,1,1,,1,,1,,,1,42.99660646076,141.43031120024,
60,E0110000099201,北海道札幌市,清田中学校,北海道札幌市清田区清田三条3-7-1,,,,,,1,,,1,42.997577689263,141.43428558859,
61,E0110000104202,北海道札幌市,清田緑小学校,北海道札幌市清田区清田七条3-12-10,1,1,,1,,1,,,1,42.987766616424,141.43433413379,
62,E0110000106202,北海道札幌市,真栄小学校,北海道札幌市清田区美しが丘一条1-1-10,1,1,,1,,1,,,1,42.98975351593,141.44805541577,
63,E0110000107202,北海道札幌市,真栄中学校,北海道札幌市清田区美しが丘一条1-2-10,1,1,,1,,1,,,1,42.988966753183,141.44862078551,
64,E0110000110202,北海道札幌市,美しが丘緑小学校,北海道札幌市清田区美しが丘四条5-8-1,1,1,,1,,1,,,1,42.977806698832,141.45237889803,
65,E0110000109202,北海道札幌市,美しが丘小学校,北海道札幌市清田区美しが丘二条5-1-1,1,1,,1,,1,,,1,42.983936384117,141.45394694916,
66,E0110000111201,北海道札幌市,清田区体育館,北海道札幌市清田区平岡一条5-4-1,1,1,,1,,,,,1,42.991258975356,141.45219790112,
67,E0110000119202,北海道札幌市,平岡小学校,北海道札幌市清田区平岡九条2-5-1,1,1,,1,,1,,,1,43.015240360698,141.45876686489,
68,E0110000116202,北海道札幌市,平岡中央小学校,北海道札幌市清田区平岡五条3-9-1,1,1,,1,,1,,,1,43.006012714896,141.45695839177,
69,E0110000117202,北海道札幌市,平岡中央中学校,北海道札幌市清田区平岡五条4-7-1,1,1,,1,,1,,,1,43.004164209986,141.45763041389,
70,E0110000120201,北海道札幌市,平岡公園,北海道札幌市清田区平岡公園,,,,,,1,,,,43.008440917603,141.46851408813,
71,E0110000121202,北海道札幌市,平岡公園小学校,北海道札幌市清田区平岡公園東5-9-1,,1,,1,,1,,,1,43.004459466894,141.47423770341,
72,E0110000122202,北海道札幌市,平岡緑中学校,北海道札幌市清田区平岡公園東9-11-1,,,,1,,1,,,1,43.000901155487,141.47592324854,
73,E0110000113202,北海道札幌市,平岡中学校,北海道札幌市清田区平岡二条5-4-10,1,1,,1,,1,,,1,42.993572863868,141.45510706007,
74,E0110000114202,北海道札幌市,平岡南小学校,北海道札幌市清田区平岡二条6-2-1,1,1,,1,,1,,,1,42.992648731235,141.45696806927,
75,E0110000126202,北海道札幌市,北野小学校,北海道札幌市清田区北野三条2-10-1,1,1,,1,,1,,,1,43.015030372027,141.4332637518,
76,E0110000129202,北海道札幌市,北野台中学校,北海道札幌市清田区北野四条4-13-1,1,1,,1,,1,,,1,43.012791953478,141.44320152699,
77,E0110000130202,北海道札幌市,北野台小学校,北海道札幌市清田区北野四条5-4-80,1,1,,1,,1,,,1,43.011933876099,141.4470824005,
78,E0110000124202,北海道札幌市,北野平小学校,北海道札幌市清田区北野二条3-7-1,1,1,,1,,1,,,1,43.009727119093,141.43492250656,
79,E0110000125202,北海道札幌市,北野中学校,北海道札幌市清田区北野二条3-7-30,1,1,,1,,1,,,1,43.008673278655,141.43657239669,
80,E0110000132202,北海道札幌市,有明小学校,北海道札幌市清田区有明141-2,1,1,,1,,1,,,1,42.950245989786,141.45111178874,
81,E0110000134201,北海道札幌市,里塚霊園,北海道札幌市清田区里塚468,,,,,,1,,,,42.970759173597,141.46143641868,
82,E0110000133202,北海道札幌市,三里塚小学校,北海道札幌市清田区里塚二条6-7-1,,1,,1,,1,,,1,42.980736885966,141.46856366738,
83,E0110000138202,北海道札幌市,手稲宮丘小学校,北海道札幌市西区宮の沢三条2-1-1,,1,,1,,1,,,1,43.0846891715,141.26630813122,
84,E0110000140201,北海道札幌市,琴似小学校,北海道札幌市西区琴似二条7-1-30,1,1,,1,,,,,1,43.075117658003,141.29923372295,
85,E0110000143202,北海道札幌市,山の手南小学校,北海道札幌市西区山の手一条9-6-1,1,1,,1,,1,,,1,43.063382033067,141.29585668794,
86,E0110000147202,北海道札幌市,山の手小学校,北海道札幌市西区山の手五条6-1-1,1,1,,1,,1,,,1,43.070289534587,141.29099353336,
87,E0110000146202,北海道札幌市,琴似中学校,北海道札幌市西区山の手四条2-1-1,1,1,,1,,1,,,1,43.071508691362,141.29657735361,
88,E0110000154201,北海道札幌市,宮丘公園,北海道札幌市西区西野290,,,,,,1,,,,43.083022225351,141.26616685886,
89,E0110000153202,北海道札幌市,西園小学校,北海道札幌市西区西野一条7-4-1,1,1,,1,,1,,,1,43.081218117252,141.27685214379,
90,E0110000156201,北海道札幌市,宮の丘中学校,北海道札幌市西区西野三条10-9-1,,,,,,1,,,1,43.081653829837,141.26814787209,
91,E0110000160202,北海道札幌市,手稲東小学校,北海道札幌市西区西野四条3-7-1,1,1,,1,,1,,,1,43.071610420516,141.2787511494,
92,E0110000155202,北海道札幌市,手稲東中学校,北海道札幌市西区西野二条5-3-1,1,1,,1,,1,,,1,43.077790126082,141.28029645063,
93,E0110000163202,北海道札幌市,西野小学校,北海道札幌市西区西野八条4-4-1,1,1,,1,,1,,,1,43.063389639526,141.26952813287,
94,E0110000164202,北海道札幌市,西野第二小学校,北海道札幌市西区西野八条7-1-1,1,1,,1,,1,,,1,43.067614374608,141.26306766097,
95,E0110000165202,北海道札幌市,西野中学校,北海道札幌市西区西野八条7-5-1,1,1,,1,,1,,,1,43.066255016082,141.26180945468,
96,E0110000166202,北海道札幌市,陵北中学校,北海道札幌市西区二十四軒二条3-1-23,1,,,1,,1,,,1,43.072389303719,141.31407166839,
97,E0110000167202,北海道札幌市,二十四軒小学校,北海道札幌市西区二十四軒二条3-1-37,1,,,1,,1,,,1,43.072960840156,141.3130542603,
98,E0110000172202,北海道札幌市,八軒西小学校,北海道札幌市西区八軒三条西5-1-1,1,,,1,,1,,,1,43.088477358985,141.30635849265,
99,E0110000174201,北海道札幌市,八軒小学校,北海道札幌市西区八軒四条西1-1-8,1,,,1,,1,,,1,43.085814433898,141.3121310825,
100,E0110000175201,北海道札幌市,農試公園,北海道札幌市西区八軒四条西6,,,,,,1,,,,43.091234871788,141.30493761818,
101,E0110000178202,北海道札幌市,琴似中央小学校,北海道札幌市西区八軒七条東1-1-1,1,,,1,,1,,,1,43.08677683847,141.31793415174,
102,E0110000171202,北海道札幌市,八軒東中学校,北海道札幌市西区八軒二条東3-1-20,1,,,1,,1,,,1,43.079977034605,141.31556224469,
103,E0110000179202,北海道札幌市,八軒北小学校,北海道札幌市西区八軒八条西6-1-1,1,,,1,,1,,,1,43.093476983956,141.30956448342,
104,E0110000180202,北海道札幌市,八軒中学校,北海道札幌市西区八軒八条西8-1-1,1,,,1,,1,,,1,43.095200910504,141.30611245317,
105,E0110000188202,北海道札幌市,発寒中学校,北海道札幌市西区発寒五条7-1-1,1,,,1,,1,,,1,43.085857835655,141.28634912582,
106,E0110000189202,北海道札幌市,発寒西小学校,北海道札幌市西区発寒五条7-1-2,1,1,,1,,1,,,1,43.085761640815,141.28512037756,
107,E0110000190201,北海道札幌市,西区体育館,北海道札幌市西区発寒五条8-9-1,1,1,,1,,,,,1,43.087510693204,141.28244894088,
108,E0110000191202,北海道札幌市,西小学校,北海道札幌市西区発寒七条13-2-1,1,1,,1,,1,,,1,43.096295848148,141.27305151311,
109,E0110000184202,北海道札幌市,発寒東小学校,北海道札幌市西区発寒十五条2-2-1,1,,,1,,1,,,1,43.102151748319,141.29698523683,
110,E0110000185202,北海道札幌市,西陵中学校,北海道札幌市西区発寒十五条2-5-1,1,,,1,,1,,,1,43.103166484381,141.29704882799,
111,E0110000183201,北海道札幌市,鉄興公園,北海道札幌市西区発寒十三条11-3-1,,,,,,1,,,1,43.102381,141.28772,
112,E0110000182202,北海道札幌市,発寒小学校,北海道札幌市西区発寒十条4-1-62,1,,,1,,1,,,1,43.091408293673,141.29282860685,
113,E0110000186202,北海道札幌市,発寒南小学校,北海道札幌市西区発寒二条4-1-1,1,1,,1,,1,,,1,43.081761265931,141.29340515294,
114,E0110000192202,北海道札幌市,福井野小学校,北海道札幌市西区福井6-11-1,1,1,,1,,1,,,1,43.05523758817,141.26604811701,
115,E0110000193201,北海道札幌市,福井野中学校,北海道札幌市西区福井6-12-10,1,1,,1,,1,,,1,43.055938549565,141.26446547293,
116,E0110000194202,北海道札幌市,平和小学校,北海道札幌市西区平和三条8-2-1,1,1,,1,,1,,,1,43.054263483781,141.25051487194,
117,E0110000198201,北海道札幌市,旭山記念公園,北海道札幌市中央区界川4,,,,,,1,,,,43.039298915508,141.31351332045,
118,E0110000199201,北海道札幌市,円山公園,北海道札幌市中央区宮が丘,,,,,,1,,,,43.056274350848,141.31143714764,
119,E0110000202202,北海道札幌市,宮の森中学校,北海道札幌市中央区宮の森一条16-5-1,,,,,,1,,,1,43.046498456779,141.29534369263,
120,E0110000205202,北海道札幌市,大倉山小学校,北海道札幌市中央区宮の森三条13-6-20,1,1,,1,,1,,,1,43.051362087317,141.29720278683,
121,E0110000207202,北海道札幌市,三角山小学校,北海道札幌市中央区宮の森四条11-4-1,1,1,,1,,1,,,1,43.057207756212,141.29567611706,
122,E0110000208202,北海道札幌市,宮の森小学校,北海道札幌市中央区宮の森四条6-1-2,1,1,,1,,1,,,1,43.063973992446,141.30262974325,
123,E0110000210202,北海道札幌市,中央小学校,北海道札幌市中央区大通東6-12-1,1,,,1,,1,,,1,43.062858,141.3661,
124,E0110000211201,北海道札幌市,中島公園,北海道札幌市中央区中島公園,,,,,,1,,,,43.043713182617,141.35479070637,
125,E0110000247202,北海道札幌市,啓明中学校,北海道札幌市中央区南九条西22-2-1,1,1,,1,,1,,,1,43.044389046647,141.32272452009,
126,E0110000241202,北海道札幌市,資生館小学校,北海道札幌市中央区南三条西7-1-1,1,,,1,,1,,,1,43.055665050127,141.34762907255,
127,E0110000223202,北海道札幌市,山鼻小学校,北海道札幌市中央区南十四条西10-1-1,1,1,,1,,1,,,1,43.041375805113,141.34470471923,
128,E0110000213202,北海道札幌市,幌西小学校,北海道札幌市中央区南十条西17-1-1,1,1,,1,,1,,,1,43.045849720924,141.33142164986,
129,E0110000214202,北海道札幌市,緑丘小学校,北海道札幌市中央区南十条西22-3-1,1,1,,1,,1,,,1,43.043086513682,141.3234365954,
130,E0110000221201,北海道札幌市,中島中学校,北海道札幌市中央区南十二条西7-2-1,1,,,1,,,,,1,43.043788583835,141.34944152561,
131,E0110000228202,北海道札幌市,伏見小学校,北海道札幌市中央区南十八条西15-1-1,1,1,,1,,1,,,1,43.034849894693,141.33622205145,
132,E0110000226202,北海道札幌市,伏見中学校,北海道札幌市中央区南十六条西17-1-35,1,1,,1,,1,,,1,43.03764941192,141.33294174131,
133,E0110000231202,北海道札幌市,幌南小学校,北海道札幌市中央区南二十一条西5-1-1,,,,1,,1,,,1,43.032247797153,141.35396899264,
134,E0110000232201,北海道札幌市,柏中学校,北海道札幌市中央区南二十一条西5-1-2,,,,1,,,,,1,43.03140119126,141.35329963426,
135,E0110000236201,北海道札幌市,山鼻南小学校,北海道札幌市中央区南二十九条西12-1-1,,,,,,1,,,1,43.021418839671,141.34494235814,
136,E0110000234202,北海道札幌市,山鼻中学校,北海道札幌市中央区南二十三条西13-1-1,1,1,,1,,1,,,1,43.028837389357,141.34060135232,
137,E0110000238201,北海道札幌市,二条小学校,北海道札幌市中央区南二条西15-291-98,1,,,1,,1,,,1,43.054720040252,141.33542832019,
138,E0110000248201,北海道札幌市,盤渓小学校,北海道札幌市中央区盤渓226-4,,,,,,1,,,1,43.031871621027,141.27908242166,
139,E0110000254201,北海道札幌市,円山小学校,北海道札幌市中央区北一条西25-1-8,1,1,,1,,,,,1,43.05774985183,141.3192737116,
140,E0110000258202,北海道札幌市,向陵中学校,北海道札幌市中央区北四条西28-1-30,1,1,,1,,1,,,1,43.060464256921,141.31387879937,
141,E0110000259202,北海道札幌市,中央中学校,北海道札幌市中央区北四条東3,1,,,1,,1,,,1,43.067695546978,141.35968558022,
142,E0110000260201,北海道札幌市,北ガスアリーナ札幌４６（中央体育館）,北海道札幌市中央区北四条東6,1,,,1,,,,,1,43.0678010710335,141.363427245513,
143,E0110000262202,北海道札幌市,桑園小学校,北海道札幌市中央区北八条西17-1,1,,,1,,1,,,1,43.06788626,141.3281301,
144,E0110000263202,北海道札幌市,日新小学校,北海道札幌市中央区北八条西25-2-1,1,,,1,,1,,,1,43.066850571871,141.31752647931,
145,E0110000264201,北海道札幌市,札幌市スポーツ交流施設（つどーむ）,北海道札幌市東区栄町885,,,,,,1,,,,43.115759778954,141.37517326229,
146,E0110000266201,北海道札幌市,札幌市農業体験交流施設（さとらんど）,北海道札幌市東区丘珠町584-2,,,,,,1,,,,43.119506627202,141.41560661313,
147,E0110000267202,北海道札幌市,丘珠小学校,北海道札幌市東区丘珠町593-3,1,,,1,,1,,,1,43.121393162746,141.40396231196,
148,E0110000268202,北海道札幌市,丘珠中学校,北海道札幌市東区丘珠町674-15,1,,,1,,1,,,1,43.120601435722,141.40098735112,
149,E0110000272202,北海道札幌市,義務教育学校福移学園,北海道札幌市東区中沼町240,,,,1,,1,,,1,43.151517725394,141.43768747884,
150,E0110000273202,北海道札幌市,中沼小学校,北海道札幌市東区中沼町73-10,1,,,1,,1,,,1,43.132207606769,141.43250035192,
151,E0110000282202,北海道札幌市,札苗北小学校,北海道札幌市東区東苗穂九条3-2-3,1,,,1,,1,,,1,43.098499831728,141.41672666787,
152,E0110000279202,北海道札幌市,東苗穂小学校,北海道札幌市東区東苗穂五条2-3-1,1,,,1,,1,,,1,43.090165208652,141.40520009924,
153,E0110000280202,北海道札幌市,札苗中学校,北海道札幌市東区東苗穂七条1-1-1,1,,,1,,1,,,1,43.096906299512,141.40572304227,
154,E0110000281202,北海道札幌市,札苗小学校,北海道札幌市東区東苗穂七条2-3-1,1,,,1,,1,,,1,43.09393687164,141.41127067883,
155,E0110000278202,北海道札幌市,札苗緑小学校,北海道札幌市東区東苗穂十三条4-9-30,1,,,1,,1,,,1,43.105372534803,141.42945240723,
156,E0110000277202,北海道札幌市,札苗北中学校,北海道札幌市東区東苗穂十条3-645,1,,,1,,1,,,1,43.100325274774,141.42132868951,
157,E0110000696201,北海道札幌市,伏古公園,北海道札幌市東区伏古一条2,,,,,,1,,,,43.0844589659352,141.3863572682982,
158,E0110000289202,北海道札幌市,札幌小学校,北海道札幌市東区伏古一条2-1-31,1,,,1,,1,,,1,43.082800242464,141.38787979478,
159,E0110000287202,北海道札幌市,伏古北小学校,北海道札幌市東区伏古十一条1-2-10,1,,,1,,1,,,1,43.099341731595,141.39408545586,
160,E0110000292202,北海道札幌市,札幌中学校,北海道札幌市東区伏古八条1-1-28,1,,,1,,1,,,1,43.095428119999,141.38878645416,
161,E0110000293202,北海道札幌市,伏古小学校,北海道札幌市東区伏古八条5-2-1,1,,,1,,1,,,1,43.089978077533,141.39885055405,
162,E0110000307201,北海道札幌市,美香保公園,北海道札幌市東区北20,,,,,,1,,,,43.088020099204,141.35691656371,
163,E0110000345202,北海道札幌市,苗穂小学校,北海道札幌市東区北九条東13-1-1,1,,,1,,1,,,1,43.075084168418,141.37391290798,
164,E0110000342202,北海道札幌市,栄緑小学校,北海道札幌市東区北五十一条東10-1-1,1,,,1,,1,,,1,43.123526129912,141.35854754654,
165,E0110000322202,北海道札幌市,元町北小学校,北海道札幌市東区北三十一条東14-1-1,1,,,1,,1,,,1,43.100675383952,141.36696611128,
166,E0110000332201,北海道札幌市,栄西小学校,北海道札幌市東区北三十九条東4-1-1,1,,,1,,1,,,1,43.1073052993193,141.350889231374,
167,E0110000323202,北海道札幌市,北栄中学校,北海道札幌市東区北三十三条東2-1-1,1,,,1,,1,,,1,43.100791493854,141.34993391243,
168,E0110000324202,北海道札幌市,北小学校,北海道札幌市東区北三十三条東4-1-1,1,,,1,,1,,,1,43.101186874876,141.35273688877,
169,E0110000330202,北海道札幌市,栄南小学校,北海道札幌市東区北三十七条東20-3-1,1,,,1,,1,,,1,43.108688477078,141.37658326349,
170,E0110000326202,北海道札幌市,栄町小学校,北海道札幌市東区北三十六条東13-3-1,1,,,1,,1,,,1,43.106169601796,141.36457056072,
171,E0110000327202,北海道札幌市,栄町中学校,北海道札幌市東区北三十六条東14-1-1,1,,,1,,1,,,1,43.10558843481,141.365501494,
172,E0110000328201,北海道札幌市,栄南中学校,北海道札幌市東区北三十六条東16-1-1,1,,,1,,,,,1,43.1063735699,141.36962447162,
173,E0110000333201,北海道札幌市,ひのまる公園,北海道札幌市東区北四十一条東10,,,,,,1,,,,43.110805439716,141.36023509024,
174,E0110000341202,北海道札幌市,栄北小学校,北海道札幌市東区北四十七条東6-1-1,1,,,1,,1,,,1,43.11764623059,141.35139920131,
175,E0110000337202,北海道札幌市,栄小学校,北海道札幌市東区北四十二条東10-2-3,1,,,1,,1,,,1,43.112324009572,141.36002481232,
176,E0110000339202,北海道札幌市,栄東小学校,北海道札幌市東区北四十六条東13-1-1,1,,,1,,1,,,1,43.117336165142,141.36146577298,
177,E0110000340202,北海道札幌市,栄中学校,北海道札幌市東区北四十六条東6-1-1,1,,,1,,1,,,1,43.116230754968,141.35211035294,
178,E0110000305202,北海道札幌市,明園小学校,北海道札幌市東区北十九条東14-1-1,1,,,1,,1,,,1,43.086313071034,141.37121260733,
179,E0110000302202,北海道札幌市,美香保中学校,北海道札幌市東区北十七条東6-2-11,1,,,1,,1,,,1,43.083179801084,141.36049209306,
180,E0110000297202,北海道札幌市,北光小学校,北海道札幌市東区北十二条東6-5-8,1,,,1,,1,,,1,43.077510392255,141.36199931263,
181,E0110000304201,北海道札幌市,美香保小学校,北海道札幌市東区北十八条東6-1-10,1,,,1,,1,,,1,43.084491853895,141.35982170926,
182,E0110000310201,北海道札幌市,開成小学校,北海道札幌市東区北二十一条東21-3-1,1,,,1,,1,,,1,43.089630315307,141.38306547485,
183,E0110000317202,北海道札幌市,元町小学校,北海道札幌市東区北二十五条東17-1-1,1,,,1,,1,,,1,43.095585745243,141.37407099206,
184,E0110000318202,北海道札幌市,北園小学校,北海道札幌市東区北二十五条東4-3-1,1,,,1,,1,,,1,43.092547887767,141.35532110041,
185,E0110000320201,北海道札幌市,東区体育館,北海道札幌市東区北二十七条東14-3-1,1,,,1,,,,,1,43.097430107779,141.36853754471,
186,E0110000312202,北海道札幌市,明園中学校,北海道札幌市東区北二十二条東12-1-1,1,,,1,,1,,,1,43.090432362955,141.36633763416,
187,E0110000313201,北海道札幌市,開成中等教育学校,北海道札幌市東区北二十二条東21-1-1,1,,,1,,1,,,1,43.0921404534191,141.383193998197,
188,E0110000321201,北海道札幌市,元町中学校,北海道札幌市東区北二十八条東20-1-1,1,,,1,,1,,,1,43.100027097961,141.38062936473,
189,E0110000352202,北海道札幌市,東栄中学校,北海道札幌市東区本町一条7-2-7,1,,,1,,1,,,1,43.075435774573,141.39270137285,
190,E0110000353202,北海道札幌市,東光小学校,北海道札幌市東区本町二条1-2-32,1,,,1,,1,,,1,43.081359287241,141.38040386284,
