NO,共通ID,都道府県名及び市町村名,施設・場所名,住所,指定緊急避難場所との住所同一,その他市町村長が必要と認める事項,受入対象者,緯度,経度,備考
216,E0110000220111,北海道札幌市,大光寺,北海道札幌市中央区南十二条西17-2-1,,,,43.04282796,141.3320721,
217,E0110000221111,北海道札幌市,中島中学校,北海道札幌市中央区南十二条西7-2-1,1,,,43.04378858,141.3494415,
218,E0110000228111,北海道札幌市,伏見小学校,北海道札幌市中央区南十八条西15-1-1,1,,,43.03484989,141.3362221,
219,E0110000229111,北海道札幌市,札幌南高校,北海道札幌市中央区南十八条西6-1-1,,,,43.03646919,141.3531042,
220,E0110000226111,北海道札幌市,伏見中学校,北海道札幌市中央区南十六条西17-1-35,1,,,43.03764941,141.3329417,
221,E0110000227111,北海道札幌市,静修高校,北海道札幌市中央区南十六条西6-2-1,,,,43.03835015,141.3519745,
222,E0110000231111,北海道札幌市,幌南小学校,北海道札幌市中央区南二十一条西5-1-1,1,,,43.0322478,141.353969,
223,E0110000232111,北海道札幌市,柏中学校,北海道札幌市中央区南二十一条西5-1-2,1,,,43.03140119,141.3532996,
224,E0110000236111,北海道札幌市,山鼻南小学校,北海道札幌市中央区南二十九条西12-1-1,1,,,43.02103057,141.3441752,
225,E0110000233111,北海道札幌市,山鼻会館（山鼻まちづくりセンター）,北海道札幌市中央区南二十三条西10-1-23,,,,43.028502,141.345833,
226,E0110000234111,北海道札幌市,山鼻中学校,北海道札幌市中央区南二十三条西13-1-1,1,,,43.02883739,141.3406014,
227,E0110000235111,北海道札幌市,山鼻福祉センター（山鼻児童会館）,北海道札幌市中央区南二十四条西13-1-1,,,,43.02754223,141.3411283,
228,E0110000238112,北海道札幌市,二条小学校,北海道札幌市中央区南二条西15-291-98,1,,,43.05477517,141.3355336,
229,E0110000238111,北海道札幌市,大通・西会館（大通・西まちづくりセンター）,北海道札幌市中央区南二条西15-291-98,1,,,43.05568,141.335619,
230,E0110000239111,北海道札幌市,北海道神宮頓宮,北海道札幌市中央区南二条東3,,,,43.05997784,141.3614456,
231,E0110000240111,北海道札幌市,興正寺別院,北海道札幌市中央区南二条東5-2,,,,43.06004565,141.3643435,
232,E0110000244111,北海道札幌市,豊水会館（豊水まちづくりセンター）,北海道札幌市中央区南八条西2-5,,,,43.05153401,141.3572689,
233,E0110000248111,北海道札幌市,盤渓小学校,北海道札幌市中央区盤渓226-4,1,,,43.03161674,141.2797476,
234,E0110000685111,北海道札幌市,さっぽろばんけいスキー場センターロッヂ,北海道札幌市中央区盤渓410,,,,43.030526,141.278145,
235,E0110000249111,北海道札幌市,アンフィニサッカー場クラブハウス,北海道札幌市中央区盤渓433,,,,43.026127289956,141.28764224919,
236,E0110000250111,北海道札幌市,伏見稲荷神社,北海道札幌市中央区伏見2-2-68,,,,43.03493965,141.325342,
237,E0110000251111,北海道札幌市,ローズガーデンクライスト教会,北海道札幌市中央区伏見3-22-50,,,,43.03049227,141.3236929,
238,E0110000252111,北海道札幌市,札幌市教育文化会館,北海道札幌市中央区北一条西13-7,,,,43.059427,141.336935,
239,E0110000253111,北海道札幌市,円山会館（円山まちづくりセンター・児童会館）,北海道札幌市中央区北一条西23-1-18,,,,43.05782416,141.3222673,
240,E0110000254111,北海道札幌市,円山小学校,北海道札幌市中央区北一条西25-1-8,1,,,43.057813817826,141.31916426607,
241,E0110000255111,北海道札幌市,苗穂会館（苗穂まちづくりセンター・苗穂はるにれ児童会館）,北海道札幌市中央区北一条東10-15-9,,,,43.06567441,141.3715911,
242,E0110000671111,北海道札幌市,ベルコ北円山ホール,北海道札幌市中央区北五条西22-4-12,,,,43.0639228406421,141.322159424797,
243,E0110000257111,北海道札幌市,札幌龍谷学園高校,北海道札幌市中央区北四条西19-1-2,,,,43.062305,141.326425,
244,E0110000258111,北海道札幌市,向陵中学校,北海道札幌市中央区北四条西28-1-30,1,,,43.06046426,141.3138788,
245,E0110000259111,北海道札幌市,中央中学校,北海道札幌市中央区北四条東3,1,,,43.06769555,141.3596856,
246,E0110000260111,北海道札幌市,北ガスアリーナ札幌４６（中央体育館）,北海道札幌市中央区北四条東6,1,,,43.067801071034,141.36342724551,
247,E0110000261111,北海道札幌市,桑園ふれあいセンター（桑園まちづくりセンター・児童会館）,北海道札幌市中央区北七条西15-28,,,,43.067427,141.331238,
248,E0110000256111,北海道札幌市,札幌大通高校,北海道札幌市中央区北二条西11,,,,43.0622159,141.3395468,
249,E0110000262111,北海道札幌市,桑園小学校,北海道札幌市中央区北八条西17-1,1,,,43.06788626,141.3281301,
250,E0110000263111,北海道札幌市,日新小学校,北海道札幌市中央区北八条西25-2-1,1,,,43.06669119,141.3174818,
251,E0110000265111,北海道札幌市,丘珠ふれあいセンター（丘珠まちづくりセンター）,北海道札幌市東区丘珠町183-2,,,,43.1075638,141.3903217,
252,E0110000267111,北海道札幌市,丘珠小学校,北海道札幌市東区丘珠町593-3,1,,,43.12139316,141.4039623,
253,E0110000268111,北海道札幌市,丘珠中学校,北海道札幌市東区丘珠町674-15,1,,,43.12062786,141.4009833,
254,E0110000269111,北海道札幌市,学校法人吉田学園札幌保健医療大学３号館,北海道札幌市東区中沼西四条2-1,,,,43.08191346,141.3591356,
255,E0110000270111,北海道札幌市,中沼モエレ会館（モエレ会館）,北海道札幌市東区中沼町104,,,,43.12957618,141.4247077,
256,E0110000271111,北海道札幌市,福移公民館,北海道札幌市東区中沼町237,,,,43.15116403,141.4363981,
257,E0110000272111,北海道札幌市,義務教育学校福移学園,北海道札幌市東区中沼町240,1,,,43.15147598,141.4377286,
258,E0110000273111,北海道札幌市,中沼小学校,北海道札幌市東区中沼町73-10,1,,,43.1321815,141.4325629,
259,E0110000275111,北海道札幌市,豊畑町内会館,北海道札幌市東区東雁来町361,,,,43.10581602,141.435993,
260,E0110000274111,北海道札幌市,社会福祉法人北翔会医療福祉センター札幌あゆみの園「生活介護ひかり」,北海道札幌市東区東雁来八条1-5-1,,,,43.094534322357,141.41853393961,
261,E0110000682111,北海道札幌市,札幌矯正管区体育館,北海道札幌市東区東苗穂１条2-5-5,,,,43.079585,141.396258,
262,E0110000684111,北海道札幌市,札幌少年鑑別所青少年相談センター,北海道札幌市東区東苗穂２条1-1-25,,,,43.081294,141.394381,
263,E0110000683111,北海道札幌市,札幌刑務所道場（新館）,北海道札幌市東区東苗穂２条1-5-1,,,,43.081678,141.397653,
264,E0110000683112,北海道札幌市,札幌刑務所道場（旧館）,北海道札幌市東区東苗穂２条1-5-1,,,,43.081192,141.399059,
265,E0110000282111,北海道札幌市,札苗北小学校,北海道札幌市東区東苗穂九条3-2-3,1,,,43.09879882,141.4165425,
266,E0110000279111,北海道札幌市,東苗穂小学校,北海道札幌市東区東苗穂五条2-3-1,1,,,43.09016521,141.4052001,
267,E0110000280111,北海道札幌市,札苗中学校,北海道札幌市東区東苗穂七条1-1-1,1,,,43.09705253,141.4058714,
268,E0110000281111,北海道札幌市,札苗小学校,北海道札幌市東区東苗穂七条2-3-1,1,,,43.09386374,141.4113118,
269,E0110000278111,北海道札幌市,札苗緑小学校,北海道札幌市東区東苗穂十三条4-9-30,1,,,43.10546783,141.429574,
270,E0110000276111,北海道札幌市,札幌東陵高校,北海道札幌市東区東苗穂十条1-2-21,,,,43.102803,141.412416,
271,E0110000277111,北海道札幌市,札苗北中学校,北海道札幌市東区東苗穂十条3-645,1,,,43.10031482,141.4213537,
272,E0110000283111,北海道札幌市,瑞穂会館,北海道札幌市東区苗穂町13-2-12,,,,43.07181564,141.3939271,
273,E0110000284111,北海道札幌市,大導寺,北海道札幌市東区苗穂町2-2-3,,,,43.07133462,141.3817973,
274,E0110000285111,北海道札幌市,苗穂東交流センター（苗穂東まちづくりセンター）,北海道札幌市東区苗穂町3-3-45,,,,43.07323193,141.3840653,
275,E0110000289111,北海道札幌市,札幌小学校,北海道札幌市東区伏古一条2-1-31,1,,,43.08285248,141.3879209,
276,E0110000290111,北海道札幌市,ふしこ団地集会所,北海道札幌市東区伏古三条4-2,,,,43.08499133,141.3924235,
277,E0110000291111,北海道札幌市,伏古記念会館,北海道札幌市東区伏古七条2-8-15,,,,43.09007718,141.3918487,
278,E0110000287111,北海道札幌市,伏古北小学校,北海道札幌市東区伏古十一条1-2-10,1,,,43.09934173,141.3940855,
279,E0110000288111,北海道札幌市,ふしこ地区センター,北海道札幌市東区伏古十一条3-1-15,,,,43.0966398,141.3980411,
280,E0110000286111,北海道札幌市,伏古児童会館,北海道札幌市東区伏古十条3-6-8,,,,43.093443,141.397084,
281,E0110000292111,北海道札幌市,札幌中学校,北海道札幌市東区伏古八条1-1-28,1,,,43.09546859,141.3887149,
282,E0110000293111,北海道札幌市,伏古小学校,北海道札幌市東区伏古八条5-2-1,1,,,43.09001855,141.3989185,
283,E0110000348111,北海道札幌市,札幌丘珠高校,北海道札幌市東区北丘珠一条2-589-1,,,,43.12209076,141.4092372,
284,E0110000350111,北海道札幌市,丘珠新栄会館,北海道札幌市東区北丘珠四条2-1-10,,,,43.12656361,141.4033779,
285,E0110000349111,北海道札幌市,丘珠みづほ団地町内会館,北海道札幌市東区北丘珠二条2-5-10,,,,43.12345382,141.4063624,
286,E0110000345111,北海道札幌市,苗穂小学校,北海道札幌市東区北九条東13-1-1,1,,,43.07504237,141.3739433,
287,E0110000346111,北海道札幌市,瑞玄寺,北海道札幌市東区北九条東3-1-10,,,,43.07301215,141.3587809,
288,E0110000347111,北海道札幌市,鉄東会館（鉄東まちづくりセンター）,北海道札幌市東区北九条東5-2-8,,,,43.07319594,141.3617954,
289,E0110000342111,北海道札幌市,栄緑小学校,北海道札幌市東区北五十一条東10-1-1,1,,,43.12352613,141.3585475,
290,E0110000322111,北海道札幌市,元町北小学校,北海道札幌市東区北三十一条東14-1-1,1,,,43.10084119,141.3669053,
291,E0110000332111,北海道札幌市,栄西小学校,北海道札幌市東区北三十九条東4-1-1,1,,,43.107273,141.351087,
292,E0110000323111,北海道札幌市,北栄中学校,北海道札幌市東区北三十三条東2-1-1,1,,,43.10079149,141.3499339,
293,E0110000324111,北海道札幌市,北小学校,北海道札幌市東区北三十三条東4-1-1,1,,,43.10131743,141.352778,
294,E0110000330111,北海道札幌市,栄南小学校,北海道札幌市東区北三十七条東20-3-1,1,,,43.10868848,141.3765833,
295,E0110000331111,北海道札幌市,ひのまる児童会館,北海道札幌市東区北三十八条東9-1-29,,,,43.10792114,141.3594958,
296,E0110000326111,北海道札幌市,栄町小学校,北海道札幌市東区北三十六条東13-3-1,1,,,43.1061944,141.3646278,
297,E0110000327111,北海道札幌市,栄町中学校,北海道札幌市東区北三十六条東14-1-1,1,,,43.10558843,141.3655015,
298,E0110000328111,北海道札幌市,栄南中学校,北海道札幌市東区北三十六条東16-1-1,1,,,43.10637357,141.3696245,
299,E0110000329111,北海道札幌市,栄地区センター,北海道札幌市東区北三十六条東8-1-25,,,,43.10596835,141.3581244,
300,E0110000334111,北海道札幌市,栄町会館,北海道札幌市東区北四十一条東1-2-22,,,,43.10945506,141.3459459,
301,E0110000335111,北海道札幌市,日の丸会館（栄東まちづくりセンター）,北海道札幌市東区北四十一条東14-3-1,,,,43.11136925,141.365063,
302,E0110000338111,北海道札幌市,北栄寺,北海道札幌市東区北四十五条東1-3-12,,,,43.11466359,141.3451861,
303,E0110000341111,北海道札幌市,栄北小学校,北海道札幌市東区北四十七条東6-1-1,1,,,43.11764623,141.3513992,
304,E0110000336111,北海道札幌市,烈々布神社,北海道札幌市東区北四十二条東10-1-11,,,,43.11256244,141.3591774,
305,E0110000337111,北海道札幌市,栄小学校,北海道札幌市東区北四十二条東10-2-3,1,,,43.11232401,141.3600248,
306,E0110000339111,北海道札幌市,栄東小学校,北海道札幌市東区北四十六条東13-1-1,1,,,43.11733617,141.3614658,
307,E0110000340111,北海道札幌市,栄中学校,北海道札幌市東区北四十六条東6-1-1,1,,,43.11623075,141.3521104,
308,E0110000295111,北海道札幌市,東区民センター,北海道札幌市東区北十一条東7-1-1,,,,43.07620938,141.3636227,
309,E0110000305111,北海道札幌市,明園小学校,北海道札幌市東区北十九条東14-1-1,1,,,43.08647892,141.3720691,
310,E0110000306111,北海道札幌市,大願寺,北海道札幌市東区北十九条東3-1-1,,,,43.08412106,141.3549594,
311,E0110000300111,北海道札幌市,札幌北斗高校,北海道札幌市東区北十五条東2-1-10,,,,43.08013932,141.3548865,
312,E0110000298111,北海道札幌市,札幌光星高校,北海道札幌市東区北十三条東9-1-1,,,,43.07930187,141.3660619,
313,E0110000299111,北海道札幌市,北東会館,北海道札幌市東区北十四条東8-1-26,,,,43.07966316,141.3654333,
314,E0110000302111,北海道札幌市,美香保中学校,北海道札幌市東区北十七条東6-2-11,1,,,43.08316543,141.3605064,
315,E0110000294111,北海道札幌市,大覚寺,北海道札幌市東区北十条東11-2-10,,,,43.07644142,141.3702162,
316,E0110000296111,北海道札幌市,諏訪神社,北海道札幌市東区北十二条東1-1-10,,,,43.07592135,141.3542678,
317,E0110000297111,北海道札幌市,北光小学校,北海道札幌市東区北十二条東6-5-8,1,,,43.07751039,141.3619993,
318,E0110000303111,北海道札幌市,北光会館（北光まちづくりセンター・児童会館）,北海道札幌市東区北十八条東5-1-1,,,,43.08343726,141.3585004,
319,E0110000304111,北海道札幌市,美香保小学校,北海道札幌市東区北十八条東6-1-10,1,,,43.08454454,141.3598412,
320,E0110000301112,北海道札幌市,札幌大谷高校,北海道札幌市東区北十六条東9-1-1,,,,43.08166445,141.3652033,
321,E0110000301111,北海道札幌市,札幌大谷大学・札幌大谷大学短期大学部,北海道札幌市東区北十六条東9-1-1,,,,43.08188582,141.3664769,
322,E0110000309111,北海道札幌市,元町児童会館,北海道札幌市東区北二十一条東18-5-1,,,,43.091359,141.378086,
323,E0110000310111,北海道札幌市,開成小学校,北海道札幌市東区北二十一条東21-3-1,1,,,43.0895438,141.3832575,
